Read Name	ARO
NC_016841.1_0-14	3002628
NC_016841.1_0-18	3002628;3001726
NC_016841.1_0-30	3002628;3002437
NC_016841.1_0-22	3002628;3001726
NC_016841.1_0-34	3002628;3001726
NC_016841.1_1-36	3002628;3002437
NC_016841.1_1-14	3002628;3002437
NC_016841.1_1-22	3002628;3001726
NC_016841.1_2-14	3002628
NC_016841.1_2-10	3002628
NC_016841.1_2-12	3002628;3002437
NC_016841.1_2-18	3002628
NC_016841.1_2-24	3002628;3002437
NC_016841.1_2-28	3002628
NC_016841.1_2-8	3002628;3001726
NC_016841.1_3-8	3002628;3002437
NC_016841.1_3-36	3002628;3001726
NC_016841.1_3-22	3002628;3001726
NC_016841.1_3-20	3002628
NC_016841.1_3-12	3002628;3001726
NC_016841.1_3-16	3002628
NC_016841.1_4-16	3002628
NC_016841.1_4-34	3002628;3001726
NC_016841.1_4-10	3002628;3001726
NC_016841.1_4-30	3002628;3001726
NC_016841.1_4-8	3002628
NC_016845.1_0-3254	3005297
NC_016845.1_0-3060	3005297
NC_016845.1_1-2974	3005297
NC_016845.1_1-902	3005297
NC_016845.1_1-3490	3005297
NC_016845.1_2-2154	3005297
NC_016845.1_2-1514	3005297
NC_016845.1_2-2322	3005297
NC_016845.1_2-2878	3005297
NC_016845.1_3-2452	3005297
NC_016845.1_3-1304	3005297
NC_016845.1_3-1436	3005297
NC_016845.1_3-1040	3005297
NC_016845.1_4-2978	3005297
NC_016845.1_4-3714	3005297
NC_016845.1_4-1374	3005297
NC_016845.1_0-982	3002424
NC_016845.1_0-3042	3002424
NC_016845.1_0-350	3002424
NC_016845.1_0-556	3002424
NC_016845.1_0-2840	3002424
NC_016845.1_0-2958	3002424
NC_016845.1_0-1864	3002424
NC_016845.1_1-856	3002424
NC_016845.1_1-404	3002424
NC_016845.1_1-804	3002424
NC_016845.1_1-2010	3002424
NC_016845.1_2-276	3002424
NC_016845.1_2-4292	3002424
NC_016845.1_2-332	3002424
NC_016845.1_2-568	3002424
NC_016845.1_3-1610	3002424
NC_016845.1_4-1786	3002424
NC_016845.1_4-1162	3002424
NC_016845.1_4-3704	3002424
NC_016845.1_4-1352	3002424
NC_016845.1_4-2	3002424
NC_016845.1_4-28	3002424
NC_016840.1_0-24	3003140
NC_016840.1_0-48	3003140
NC_016840.1_0-52	3003140
NC_016840.1_0-96	3003140
NC_016840.1_0-50	3003140
NC_016840.1_0-72	3003140
NC_016840.1_0-58	3003140;3002214
NC_016840.1_0-86	3003140;3002214
NC_016840.1_1-38	3003140
NC_016840.1_1-60	3003140
NC_016840.1_1-72	3003140;3002214
NC_016840.1_1-36	3003140;3002214
NC_016840.1_1-10	3003140;3002214
NC_016840.1_1-16	3003140;3002214
NC_016840.1_1-70	3003140;3002214
NC_016840.1_1-82	3003140
NC_016840.1_1-68	3003140;3002214
NC_016840.1_1-78	3003140
NC_016840.1_2-26	3003140
NC_016840.1_2-64	3003140
NC_016840.1_2-4	3003140
NC_016840.1_2-52	3003140
NC_016840.1_2-2	3003140
NC_016840.1_2-40	3003140
NC_016840.1_2-98	3003140
NC_016840.1_2-36	3003140
NC_016840.1_2-20	3003140;3002214
NC_016840.1_2-60	3003140;3002214
NC_016840.1_2-86	3003140;3002214
NC_016840.1_2-22	3003140
NC_016840.1_2-32	3003140;3002214
NC_016840.1_3-22	3003140
NC_016840.1_3-18	3003140
NC_016840.1_3-82	3003140
NC_016840.1_3-94	3003140
NC_016840.1_3-70	3003140;3002214
NC_016840.1_3-90	3003140;3002214
NC_016840.1_3-36	3003140
NC_016840.1_4-22	3003140
NC_016840.1_4-8	3003140
NC_016840.1_4-36	3003140
NC_016840.1_4-46	3003140;3002214
NC_016840.1_4-18	3003140;3002214
NC_016840.1_4-62	3003140;3002214
NC_016840.1_4-44	3003140
NC_016838.1_0-978	3003593
NC_016838.1_0-816	3003593
NC_016838.1_0-146	3003593
NC_016838.1_0-872	3003593
NC_016838.1_0-472	3003593
NC_016838.1_0-802	3003593
NC_016838.1_1-248	3003593
NC_016838.1_1-624	3003593
NC_016838.1_1-322	3003593
NC_016838.1_1-266	3003593
NC_016838.1_1-548	3003593
NC_016838.1_2-296	3003593
NC_016838.1_2-852	3003593
NC_016838.1_3-74	3003593
NC_016838.1_3-660	3003593
NC_016838.1_3-912	3003593
NC_016838.1_4-788	3003593
NC_016838.1_4-14	3003593
NC_016838.1_4-1002	3003593
NC_016838.1_4-588	3003593
NC_016846.1_0-66	3005140
NC_016846.1_0-206	3005140
NC_016846.1_0-510	3005140
NC_016846.1_0-874	3005140
NC_016846.1_0-450	3005140
NC_016846.1_0-214	3005140
NC_016846.1_0-836	3005140
NC_016846.1_1-102	3005140
NC_016846.1_1-806	3005140
NC_016846.1_1-650	3005140
NC_016846.1_1-756	3005140
NC_016846.1_1-436	3005140
NC_016846.1_1-772	3005140
NC_016846.1_1-508	3005140
NC_016846.1_1-208	3005140
NC_016846.1_1-552	3005140
NC_016846.1_2-800	3005140
NC_016846.1_2-726	3005140
NC_016846.1_2-760	3005140
NC_016846.1_2-660	3005140
NC_016846.1_3-14	3005140
NC_016846.1_3-570	3005140
NC_016846.1_3-450	3005140
NC_016846.1_3-534	3005140
NC_016846.1_3-764	3005140
NC_016846.1_3-758	3005140
NC_016846.1_3-280	3005140
NC_016846.1_4-90	3005140
NC_016846.1_4-184	3005140
NC_016846.1_4-878	3005140
NC_016846.1_4-626	3005140
NC_016846.1_4-606	3005140
NC_016846.1_4-618	3005140
NC_016840.1_0-62	3006369
NC_016840.1_0-94	3006369
NC_016840.1_0-28	3006369
NC_016840.1_0-30	3006369
NC_016840.1_0-46	3006369
NC_016840.1_0-10	3006369
NC_016840.1_0-66	3006369
NC_016840.1_0-90	3006369
NC_016840.1_1-62	3006369
NC_016840.1_1-58	3006369
NC_016840.1_1-20	3006369
NC_016840.1_1-32	3006369
NC_016840.1_1-24	3006369
NC_016840.1_2-74	3006369
NC_016840.1_2-62	3006369
NC_016840.1_2-96	3006369
NC_016840.1_2-78	3006369
NC_016840.1_2-48	3006369
NC_016840.1_2-34	3006369
NC_016840.1_3-8	3006369
NC_016840.1_3-80	3006369
NC_016840.1_3-100	3006369
NC_016840.1_3-86	3006369
NC_016840.1_3-6	3006369
NC_016840.1_3-46	3006369
NC_016840.1_4-2	3006369
NC_016840.1_4-70	3006369
NC_016840.1_4-98	3006369
NC_016840.1_4-26	3006369
NC_016840.1_4-78	3006369
NC_016840.1_4-30	3006369
NC_016845.1_0-2102	3006486
NC_016845.1_0-2578	3006486
NC_016845.1_0-2830	3006486
NC_016845.1_0-1432	3006486
NC_016845.1_0-3038	3006486
NC_016845.1_0-1734	3006486
NC_016845.1_1-1490	3006486
NC_016845.1_1-1750	3006486
NC_016845.1_1-2586	3006486
NC_016845.1_1-1902	3006486
NC_016845.1_1-2814	3006486
NC_016845.1_2-3642	3006486
NC_016845.1_2-1498	3006486
NC_016845.1_2-1880	3006486
NC_016845.1_2-2906	3006486
NC_016845.1_2-2260	3006486
NC_016845.1_2-3930	3006486
NC_016845.1_2-3528	3006486
NC_016845.1_3-4278	3006486
NC_016845.1_3-1982	3006486
NC_016845.1_3-2520	3006486
NC_016845.1_3-1904	3006486
NC_016845.1_3-3710	3006486
NC_016845.1_3-258	3006486
NC_016845.1_3-838	3006486
NC_016845.1_3-2226	3006486
NC_016845.1_3-4176	3006486
NC_016845.1_3-996	3006486
NC_016845.1_4-2820	3006486
NC_016845.1_4-816	3006486
NC_016845.1_4-1988	3006486
NC_016845.1_4-370	3006486
NC_016845.1_4-3474	3006486
NC_016845.1_4-360	3006486
NC_016845.1_4-2948	3006486
NC_016845.1_4-2606	3006486
NC_016845.1_0-3396	3002229
NC_016845.1_1-396	3002229
NC_016845.1_1-3590	3002229
NC_016845.1_1-4120	3002229
NC_016845.1_2-3984	3002229
NC_016845.1_2-1650	3002229
NC_016845.1_2-1946	3002229
NC_016845.1_2-4018	3002229
NC_016845.1_2-1480	3002229
NC_016845.1_2-732	3002229
NC_016845.1_2-3438	3002229
NC_016845.1_3-2514	3002229
NC_016845.1_3-1494	3002229
NC_016845.1_3-4272	3002229
NC_016845.1_3-1628	3002229
NC_016845.1_3-1500	3002229
NC_016845.1_4-4120	3002229
NC_016845.1_4-1116	3002229
NC_016845.1_4-582	3002229
NC_016840.1_0-22	3001037
NC_016840.1_0-6	3001037
NC_016840.1_0-44	3001037;3000594
NC_016840.1_0-14	3001037
NC_016840.1_0-56	3001037
NC_016840.1_0-82	3001037
NC_016840.1_0-84	3001037
NC_016840.1_0-76	3001037;3000594
NC_016840.1_0-64	3001037
NC_016840.1_1-48	3001037
NC_016840.1_1-88	3001037
NC_016840.1_1-56	3001037;3000594
NC_016840.1_1-22	3001037
NC_016840.1_1-40	3001037;3000594
NC_016840.1_1-44	3001037
NC_016840.1_1-2	3001037;3000594
NC_016840.1_1-64	3001037
NC_016840.1_2-38	3001037
NC_016840.1_2-66	3001037;3000594
NC_016840.1_2-58	3001037
NC_016840.1_2-42	3001037;3000594
NC_016840.1_2-88	3001037
NC_016840.1_3-58	3001037
NC_016840.1_3-60	3001037
NC_016840.1_3-12	3001037
NC_016840.1_3-92	3001037;3000594
NC_016840.1_3-52	3001037;3000594
NC_016840.1_3-96	3001037;3000594
NC_016840.1_3-30	3001037
NC_016840.1_3-56	3001037
NC_016840.1_4-34	3001037
NC_016840.1_4-40	3001037
NC_016840.1_4-14	3001037
NC_016840.1_4-94	3001037;3000594
NC_016841.1_0-26	3001726
NC_016841.1_0-10	3001726
NC_016841.1_0-16	3001726
NC_016841.1_1-28	3001726
NC_016841.1_1-24	3001726
NC_016841.1_1-30	3001726
NC_016841.1_2-20	3001726
NC_016841.1_2-4	3001726
NC_016841.1_2-26	3001726
NC_016841.1_3-18	3001726
NC_016841.1_4-14	3001726
NC_016841.1_4-20	3001726
NC_016841.1_4-24	3001726
NC_016841.1_4-12	3001726
NC_016841.1_4-4	3001726
NC_016840.1_0-100	3001412;3002256
NC_016840.1_0-16	3001412;3002256
NC_016840.1_0-88	3001412;3002256
NC_016840.1_1-86	3001412
NC_016840.1_1-42	3001412;3002256
NC_016840.1_1-92	3001412
NC_016840.1_1-80	3001412
NC_016840.1_1-96	3001412
NC_016840.1_2-56	3001412
NC_016840.1_2-16	3001412;3002256
NC_016840.1_2-6	3001412;3002256
NC_016840.1_2-12	3001412;3002256
NC_016840.1_2-68	3001412;3002256
NC_016840.1_3-10	3001412;3002256
NC_016840.1_3-42	3001412;3002256
NC_016840.1_3-38	3001412;3002256
NC_016840.1_4-72	3001412
NC_016840.1_4-56	3001412;3002256
NC_016840.1_4-12	3001412;3002256
NC_016840.1_4-68	3001412;3002256
NC_016840.1_4-66	3001412;3002256
NC_016840.1_4-58	3001412;3002256
NC_016840.1_4-16	3001412;3002256
NC_016840.1_4-32	3001412
NC_016840.1_0-60	3000594
NC_016840.1_0-40	3000594
NC_016840.1_0-32	3000594
NC_016840.1_2-18	3000594
NC_016840.1_2-54	3000594
NC_016840.1_2-14	3000594
NC_016840.1_2-100	3000594
NC_016840.1_2-8	3000594
NC_016840.1_3-64	3000594
NC_016840.1_3-28	3000594
NC_016840.1_3-72	3000594
NC_016840.1_3-66	3000594
NC_016840.1_4-42	3000594
NC_016840.1_4-52	3000594
NC_016840.1_4-74	3000594
NC_016840.1_4-48	3000594
NC_016841.1_0-28	3001406
NC_016841.1_0-2	3001406
NC_016841.1_0-8	3001406
NC_016841.1_0-24	3001406
NC_016841.1_0-32	3001406
NC_016841.1_1-12	3001406
NC_016841.1_1-16	3001406
NC_016841.1_1-8	3001406
NC_016841.1_1-6	3001406
NC_016841.1_1-10	3001406
NC_016841.1_1-32	3001406
NC_016841.1_1-26	3001406
NC_016841.1_1-20	3001406
NC_016841.1_1-2	3001406
NC_016841.1_2-16	3001406
NC_016841.1_2-36	3001406
NC_016841.1_3-32	3001406
NC_016841.1_3-2	3001406
NC_016841.1_3-30	3001406
NC_016841.1_4-6	3001406
NC_016841.1_4-2	3001406
NC_016841.1_4-26	3001406
NC_016840.1_0-98	3002214
NC_016840.1_0-36	3002214
NC_016840.1_1-76	3002214
NC_016840.1_1-54	3002214
NC_016840.1_3-20	3002214
NC_016838.1_0-944	3005521
NC_016838.1_0-768	3005521
NC_016838.1_0-92	3005521
NC_016838.1_1-508	3005521
NC_016838.1_1-438	3005521
NC_016838.1_1-774	3005521
NC_016838.1_2-394	3005521
NC_016838.1_2-338	3005521
NC_016838.1_2-836	3005521
NC_016838.1_2-402	3005521
NC_016838.1_3-352	3005521
NC_016838.1_3-542	3005521
NC_016838.1_3-306	3005521
NC_016838.1_3-966	3005521
NC_016838.1_4-466	3005521
NC_016838.1_4-244	3005521
NC_016838.1_4-594	3005521
NC_016838.1_4-144	3005521
NC_016838.1_4-940	3005521
NC_016838.1_4-304	3005521
NC_016838.1_4-102	3005521
NC_016846.1_0-484	3001575
NC_016846.1_0-488	3001575
NC_016846.1_0-96	3001575
NC_016846.1_0-184	3001575
NC_016846.1_0-346	3001575
NC_016846.1_0-408	3001575
NC_016846.1_0-24	3001575
NC_016846.1_0-352	3001575
NC_016846.1_0-186	3001575
NC_016846.1_1-596	3001575
NC_016846.1_1-416	3001575
NC_016846.1_1-434	3001575
NC_016846.1_1-720	3001575
NC_016846.1_1-134	3001575
NC_016846.1_1-110	3001575
NC_016846.1_2-710	3001575
NC_016846.1_2-88	3001575
NC_016846.1_2-890	3001575
NC_016846.1_2-472	3001575
NC_016846.1_3-588	3001575
NC_016846.1_3-178	3001575
NC_016846.1_3-760	3001575
NC_016846.1_3-800	3001575
NC_016846.1_3-822	3001575
NC_016846.1_3-748	3001575
NC_016846.1_4-156	3001575
NC_016846.1_4-30	3001575
NC_016845.1_0-1478	3006210
NC_016845.1_0-842	3006210
NC_016845.1_0-148	3006210
NC_016845.1_0-744	3006210
NC_016845.1_1-4150	3006210
NC_016845.1_1-2804	3006210
NC_016845.1_1-1450	3006210
NC_016845.1_1-2536	3006210
NC_016845.1_2-504	3006210
NC_016845.1_2-2330	3006210
NC_016845.1_2-2252	3006210
NC_016845.1_3-4078	3006210
NC_016845.1_3-2874	3006210
NC_016845.1_3-4152	3006210
NC_016845.1_3-3928	3006210
NC_016845.1_3-3808	3006210
NC_016845.1_3-2122	3006210
NC_016845.1_4-2134	3006210
NC_016845.1_4-798	3006210
NC_016845.1_4-1360	3006210
NC_016838.1_0-342	3001712
NC_016838.1_0-16	3001712
NC_016838.1_0-250	3001712
NC_016838.1_0-418	3001712
NC_016838.1_0-22	3001712
NC_016838.1_0-942	3001712
NC_016838.1_0-612	3001712
NC_016838.1_1-234	3001712
NC_016838.1_1-506	3001712
NC_016838.1_1-540	3001712
NC_016838.1_1-370	3001712
NC_016838.1_1-230	3001712
NC_016838.1_2-398	3001712
NC_016838.1_2-448	3001712
NC_016838.1_2-760	3001712
NC_016838.1_2-20	3001712
NC_016838.1_2-618	3001712
NC_016838.1_3-96	3001712
NC_016838.1_3-334	3001712
NC_016838.1_3-98	3001712
NC_016838.1_3-322	3001712
NC_016838.1_3-680	3001712
NC_016838.1_4-1000	3001712
NC_016838.1_4-518	3001712
NC_016838.1_4-936	3001712
NC_016838.1_4-6	3001712
NC_016838.1_4-34	3001712
NC_016847.1_0-12	3000179
NC_016847.1_0-38	3000179
NC_016847.1_0-20	3000179
NC_016847.1_0-36	3000179
NC_016847.1_0-16	3000179
NC_016847.1_0-40	3000179
NC_016847.1_1-12	3000179
NC_016847.1_1-38	3000179
NC_016847.1_1-2	3000179
NC_016847.1_1-26	3000179
NC_016847.1_1-6	3000179
NC_016847.1_1-14	3000179
NC_016847.1_1-42	3000179
NC_016847.1_1-34	3000179
NC_016847.1_2-14	3000179
NC_016847.1_2-2	3000179
NC_016847.1_2-6	3000179
NC_016847.1_2-22	3000179
NC_016847.1_2-30	3000179
NC_016847.1_3-2	3000179
NC_016847.1_3-6	3000179
NC_016847.1_3-24	3000179
NC_016847.1_4-16	3000179
NC_016847.1_4-22	3000179
NC_016847.1_4-30	3000179
NC_016847.1_4-10	3000179
NC_016839.1_0-488	3001599
NC_016839.1_0-742	3001599
NC_016839.1_0-88	3001599
NC_016839.1_0-728	3001599
NC_016839.1_1-162	3001599
NC_016839.1_1-884	3001599
NC_016839.1_1-182	3001599
NC_016839.1_1-364	3001599
NC_016839.1_2-242	3001599
NC_016839.1_2-98	3001599
NC_016839.1_3-858	3001599
NC_016839.1_3-366	3001599
NC_016839.1_3-488	3001599
NC_016839.1_3-762	3001599
NC_016839.1_3-494	3001599
NC_016839.1_3-632	3001599
NC_016839.1_3-812	3001599
NC_016839.1_4-404	3001599
NC_016839.1_4-748	3001599
NC_016839.1_4-44	3001599
NC_016839.1_4-92	3001599
NC_016839.1_0-52	3001075
NC_016839.1_0-750	3001075
NC_016839.1_1-252	3001075
NC_016839.1_1-480	3001075
NC_016839.1_1-684	3001075
NC_016839.1_2-856	3001075
NC_016839.1_2-882	3001075
NC_016839.1_2-20	3001075
NC_016839.1_2-62	3001075
NC_016839.1_2-570	3001075
NC_016839.1_2-690	3001075
NC_016839.1_3-36	3001075
NC_016839.1_3-172	3001075
NC_016839.1_3-228	3001075
NC_016839.1_3-598	3001075
NC_016839.1_3-108	3001075
NC_016839.1_3-344	3001075
NC_016839.1_3-752	3001075
NC_016839.1_3-144	3001075
NC_016839.1_4-122	3001075
NC_016839.1_4-744	3001075
NC_016839.1_4-760	3001075
NC_016839.1_4-362	3001075
NC_016839.1_4-884	3001075
NC_016839.1_4-156	3001075
NC_016840.1_0-68	3002256
NC_016840.1_1-52	3002256
NC_016840.1_2-92	3002256
NC_016840.1_2-28	3002256
NC_016840.1_3-44	3002256
NC_016840.1_3-2	3002256
NC_016840.1_3-76	3002256
NC_016840.1_3-74	3002256
NC_016840.1_4-24	3002256
NC_016840.1_4-84	3002256
NC_016839.1_0-116	3003992
NC_016839.1_0-70	3003992
NC_016839.1_0-736	3003992
NC_016839.1_0-424	3003992
NC_016839.1_0-162	3003992
NC_016839.1_0-476	3003992
NC_016839.1_0-892	3003992
NC_016839.1_1-280	3003992
NC_016839.1_1-236	3003992
NC_016839.1_1-816	3003992
NC_016839.1_1-518	3003992
NC_016839.1_1-598	3003992
NC_016839.1_1-250	3003992
NC_016839.1_1-834	3003992
NC_016839.1_1-566	3003992
NC_016839.1_1-680	3003992
NC_016839.1_1-498	3003992
NC_016839.1_1-580	3003992
NC_016839.1_1-100	3003992
NC_016839.1_1-766	3003992
NC_016839.1_1-544	3003992
NC_016839.1_1-376	3003992
NC_016839.1_1-878	3003992
NC_016839.1_1-328	3003992
NC_016839.1_2-558	3003992
NC_016839.1_2-682	3003992
NC_016839.1_2-462	3003992
NC_016839.1_2-886	3003992
NC_016839.1_2-406	3003992
NC_016839.1_2-50	3003992
NC_016839.1_2-612	3003992
NC_016839.1_2-160	3003992
NC_016839.1_2-526	3003992
NC_016839.1_2-778	3003992
NC_016839.1_2-190	3003992
NC_016839.1_2-324	3003992
NC_016839.1_2-386	3003992
NC_016839.1_2-662	3003992
NC_016839.1_2-474	3003992
NC_016839.1_2-442	3003992
NC_016839.1_2-30	3003992
NC_016839.1_2-192	3003992
NC_016839.1_2-522	3003992
NC_016839.1_2-530	3003992
NC_016839.1_3-830	3003992
NC_016839.1_3-532	3003992
NC_016839.1_3-656	3003992
NC_016839.1_3-102	3003992
NC_016839.1_3-768	3003992
NC_016839.1_3-660	3003992
NC_016839.1_3-840	3003992
NC_016839.1_3-378	3003992
NC_016839.1_3-316	3003992
NC_016839.1_3-686	3003992
NC_016839.1_3-590	3003992
NC_016839.1_3-238	3003992
NC_016839.1_4-24	3003992
NC_016839.1_4-80	3003992
NC_016839.1_4-438	3003992
NC_016839.1_4-346	3003992
NC_016839.1_4-14	3003992
NC_016839.1_4-644	3003992
NC_016839.1_4-350	3003992
NC_016839.1_4-2	3003992
NC_016839.1_4-554	3003992
NC_016839.1_4-138	3003992
NC_016845.1_0-3676	3004550
NC_016845.1_0-972	3004550
NC_016845.1_1-3348	3004550
NC_016845.1_1-1218	3004550
NC_016845.1_1-2270	3004550
NC_016845.1_1-174	3004550
NC_016845.1_1-3368	3004550
NC_016845.1_2-702	3004550
NC_016845.1_3-1790	3004550
NC_016845.1_4-2362	3004550
NC_016845.1_4-1478	3004550
NC_016845.1_4-724	3004550
NC_016845.1_4-1656	3004550
NC_016845.1_4-1658	3004550
NC_016845.1_4-392	3004550
NC_016845.1_4-3672	3004550
NC_016845.1_4-3276	3004550
NC_016841.1_0-36	3002437
NC_016841.1_0-20	3002437
NC_016841.1_1-34	3002437
NC_016841.1_1-18	3002437
NC_016841.1_2-2	3002437
NC_016841.1_2-32	3002437
NC_016841.1_2-22	3002437
NC_016841.1_2-34	3002437
NC_016841.1_2-6	3002437
NC_016841.1_2-30	3002437
NC_016841.1_3-34	3002437
NC_016841.1_3-26	3002437
NC_016841.1_3-28	3002437
NC_016841.1_4-18	3002437
NC_016841.1_4-22	3002437
NC_016841.1_4-28	3002437
NC_016840.1_0-8	3004697
NC_016840.1_0-92	3004697
NC_016840.1_0-2	3004697
NC_016840.1_0-74	3004697
NC_016840.1_0-78	3004697
NC_016840.1_1-8	3004697
NC_016840.1_1-34	3004697
NC_016840.1_1-28	3004697
NC_016840.1_1-98	3004697
NC_016840.1_1-6	3004697
NC_016840.1_1-4	3004697
NC_016840.1_1-12	3004697
NC_016840.1_1-94	3004697
NC_016840.1_2-24	3004697
NC_016840.1_2-84	3004697
NC_016840.1_2-76	3004697
NC_016840.1_2-82	3004697
NC_016840.1_2-90	3004697
NC_016840.1_3-14	3004697
NC_016840.1_3-84	3004697
NC_016840.1_3-4	3004697
NC_016840.1_3-40	3004697
NC_016840.1_3-78	3004697
NC_016840.1_4-60	3004697
NC_016840.1_4-92	3004697
NC_016840.1_4-82	3004697
NC_016840.1_4-90	3004697
NC_016840.1_4-76	3004697
NC_016840.1_4-38	3004697
NC_016840.1_4-100	3004697
NC_016840.1_4-86	3004697
NC_016840.1_0-4	3002474
NC_016840.1_0-54	3002474
NC_016840.1_0-12	3002474
NC_016840.1_0-42	3002474
NC_016840.1_0-34	3002474
NC_016840.1_1-46	3002474
NC_016840.1_1-50	3002474
NC_016840.1_1-100	3002474
NC_016840.1_2-30	3002474
NC_016840.1_2-70	3002474
NC_016840.1_3-68	3002474
NC_016840.1_3-88	3002474
NC_016840.1_3-48	3002474
NC_016840.1_3-24	3002474
NC_016840.1_3-62	3002474
NC_016840.1_3-26	3002474
NC_016840.1_4-80	3002474
NC_016840.1_4-50	3002474
NC_016840.1_4-10	3002474
NC_010610.1:1958006-1974253_0-146	3002457
NC_010610.1:1958006-1974253_0-22	3002457
NC_010610.1:1958006-1974253_0-132	3002457
NC_010610.1:1958006-1974253_1-94	3002457
NC_010610.1:1958006-1974253_1-146	3002457
NC_010610.1:1958006-1974253_1-138	3002457
NC_010610.1:1958006-1974253_1-50	3002457
NC_010610.1:1958006-1974253_1-126	3002457
NC_010610.1:1958006-1974253_2-22	3002457
NC_010610.1:1958006-1974253_2-10	3002457
NC_010610.1:1958006-1974253_2-148	3002457
NC_010610.1:1958006-1974253_2-100	3002457
NC_010610.1:1958006-1974253_0-114	3002937
NC_010610.1:1958006-1974253_0-78	3002937;3002330
NC_010610.1:1958006-1974253_0-36	3002937
NC_010610.1:1958006-1974253_0-120	3002937
NC_010610.1:1958006-1974253_0-100	3002937
NC_010610.1:1958006-1974253_0-98	3002937
NC_010610.1:1958006-1974253_0-4	3002937
